feature_name,feature_family,family,feature_source,operator_name,operator_type,is_true_curve_feature,is_proxy_feature,uses_raw_cycles_interpolated,uses_summary,uses_protocol,cycle_indices,step_type,x_axis,y_signal,requested_signal,resolved_signal,aggregation,transform,description,program_id,cycle_index_convention
charge_energy_cycle_2,energy_summary,energy_summary,summary,cycle_scalar,cycle_scalar,False,False,False,True,False,2,,,charge_energy,charge_energy,charge_energy,last,,,scalar_baseline,raw_zero_based
charge_energy_mean_cycle_2,energy_summary,energy_summary,summary,cycle_scalar,cycle_scalar,False,False,False,True,False,2,,,charge_energy,charge_energy,charge_energy,mean,,,scalar_baseline,raw_zero_based
charge_energy_cycle_4,energy_summary,energy_summary,summary,cycle_scalar,cycle_scalar,False,False,False,True,False,4,,,charge_energy,charge_energy,charge_energy,last,,,scalar_baseline,raw_zero_based
charge_energy_mean_cycle_4,energy_summary,energy_summary,summary,cycle_scalar,cycle_scalar,False,False,False,True,False,4,,,charge_energy,charge_energy,charge_energy,mean,,,scalar_baseline,raw_zero_based
charge_energy_cycle_9,energy_summary,energy_summary,summary,cycle_scalar,cycle_scalar,False,False,False,True,False,9,,,charge_energy,charge_energy,charge_energy,last,,,scalar_baseline,raw_zero_based
charge_energy_mean_cycle_9,energy_summary,energy_summary,summary,cycle_scalar,cycle_scalar,False,False,False,True,False,9,,,charge_energy,charge_energy,charge_energy,mean,,,scalar_baseline,raw_zero_based
charge_energy_cycle_10,energy_summary,energy_summary,summary,cycle_scalar,cycle_scalar,False,False,False,True,False,10,,,charge_energy,charge_energy,charge_energy,last,,,scalar_baseline,raw_zero_based
charge_energy_mean_cycle_10,energy_summary,energy_summary,summary,cycle_scalar,cycle_scalar,False,False,False,True,False,10,,,charge_energy,charge_energy,charge_energy,mean,,,scalar_baseline,raw_zero_based
charge_energy_cycle_49,energy_summary,energy_summary,summary,cycle_scalar,cycle_scalar,False,False,False,True,False,49,,,charge_energy,charge_energy,charge_energy,last,,,scalar_baseline,raw_zero_based
charge_energy_mean_cycle_49,energy_summary,energy_summary,summary,cycle_scalar,cycle_scalar,False,False,False,True,False,49,,,charge_energy,charge_energy,charge_energy,mean,,,scalar_baseline,raw_zero_based
charge_energy_cycle_99,energy_summary,energy_summary,summary,cycle_scalar,cycle_scalar,False,False,False,True,False,99,,,charge_energy,charge_energy,charge_energy,last,,,scalar_baseline,raw_zero_based
charge_energy_mean_cycle_99,energy_summary,energy_summary,summary,cycle_scalar,cycle_scalar,False,False,False,True,False,99,,,charge_energy,charge_energy,charge_energy,mean,,,scalar_baseline,raw_zero_based
discharge_capacity_mean_cycle_0_to_4,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,discharge_capacity,discharge_capacity,discharge_capacity,mean,,,scalar_baseline,raw_zero_based
discharge_capacity_std_cycle_0_to_4,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,discharge_capacity,discharge_capacity,discharge_capacity,std,,,scalar_baseline,raw_zero_based
discharge_capacity_min_cycle_0_to_4,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,discharge_capacity,discharge_capacity,discharge_capacity,min,,,scalar_baseline,raw_zero_based
discharge_capacity_max_cycle_0_to_4,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,discharge_capacity,discharge_capacity,discharge_capacity,max,,,scalar_baseline,raw_zero_based
discharge_capacity_delta_cycle_0_to_4,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,discharge_capacity,discharge_capacity,discharge_capacity,delta,,,scalar_baseline,raw_zero_based
discharge_capacity_slope_cycle_0_to_4,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,discharge_capacity,discharge_capacity,discharge_capacity,slope,,,scalar_baseline,raw_zero_based
discharge_capacity_intercept_cycle_0_to_4,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,discharge_capacity,discharge_capacity,discharge_capacity,intercept,,,scalar_baseline,raw_zero_based
discharge_capacity_r2_cycle_0_to_4,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,discharge_capacity,discharge_capacity,discharge_capacity,r2,,,scalar_baseline,raw_zero_based
discharge_capacity_curvature_cycle_0_to_4,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,discharge_capacity,discharge_capacity,discharge_capacity,curvature,,,scalar_baseline,raw_zero_based
discharge_capacity_mean_cycle_0_to_9,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,discharge_capacity,discharge_capacity,discharge_capacity,mean,,,scalar_baseline,raw_zero_based
discharge_capacity_std_cycle_0_to_9,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,discharge_capacity,discharge_capacity,discharge_capacity,std,,,scalar_baseline,raw_zero_based
discharge_capacity_min_cycle_0_to_9,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,discharge_capacity,discharge_capacity,discharge_capacity,min,,,scalar_baseline,raw_zero_based
discharge_capacity_max_cycle_0_to_9,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,discharge_capacity,discharge_capacity,discharge_capacity,max,,,scalar_baseline,raw_zero_based
discharge_capacity_delta_cycle_0_to_9,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,discharge_capacity,discharge_capacity,discharge_capacity,delta,,,scalar_baseline,raw_zero_based
discharge_capacity_slope_cycle_0_to_9,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,discharge_capacity,discharge_capacity,discharge_capacity,slope,,,scalar_baseline,raw_zero_based
discharge_capacity_intercept_cycle_0_to_9,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,discharge_capacity,discharge_capacity,discharge_capacity,intercept,,,scalar_baseline,raw_zero_based
discharge_capacity_r2_cycle_0_to_9,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,discharge_capacity,discharge_capacity,discharge_capacity,r2,,,scalar_baseline,raw_zero_based
discharge_capacity_curvature_cycle_0_to_9,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,discharge_capacity,discharge_capacity,discharge_capacity,curvature,,,scalar_baseline,raw_zero_based
discharge_capacity_mean_cycle_0_to_49,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,discharge_capacity,discharge_capacity,discharge_capacity,mean,,,scalar_baseline,raw_zero_based
discharge_capacity_std_cycle_0_to_49,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,discharge_capacity,discharge_capacity,discharge_capacity,std,,,scalar_baseline,raw_zero_based
discharge_capacity_min_cycle_0_to_49,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,discharge_capacity,discharge_capacity,discharge_capacity,min,,,scalar_baseline,raw_zero_based
discharge_capacity_max_cycle_0_to_49,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,discharge_capacity,discharge_capacity,discharge_capacity,max,,,scalar_baseline,raw_zero_based
discharge_capacity_delta_cycle_0_to_49,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,discharge_capacity,discharge_capacity,discharge_capacity,delta,,,scalar_baseline,raw_zero_based
discharge_capacity_slope_cycle_0_to_49,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,discharge_capacity,discharge_capacity,discharge_capacity,slope,,,scalar_baseline,raw_zero_based
discharge_capacity_intercept_cycle_0_to_49,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,discharge_capacity,discharge_capacity,discharge_capacity,intercept,,,scalar_baseline,raw_zero_based
discharge_capacity_r2_cycle_0_to_49,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,discharge_capacity,discharge_capacity,discharge_capacity,r2,,,scalar_baseline,raw_zero_based
discharge_capacity_curvature_cycle_0_to_49,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,49",,,discharge_capacity,discharge_capacity,discharge_capacity,curvature,,,scalar_baseline,raw_zero_based
discharge_capacity_mean_cycle_0_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,discharge_capacity,discharge_capacity,discharge_capacity,mean,,,scalar_baseline,raw_zero_based
discharge_capacity_std_cycle_0_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,discharge_capacity,discharge_capacity,discharge_capacity,std,,,scalar_baseline,raw_zero_based
discharge_capacity_min_cycle_0_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,discharge_capacity,discharge_capacity,discharge_capacity,min,,,scalar_baseline,raw_zero_based
discharge_capacity_max_cycle_0_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,discharge_capacity,discharge_capacity,discharge_capacity,max,,,scalar_baseline,raw_zero_based
discharge_capacity_delta_cycle_0_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,discharge_capacity,discharge_capacity,discharge_capacity,delta,,,scalar_baseline,raw_zero_based
discharge_capacity_slope_cycle_0_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,discharge_capacity,discharge_capacity,discharge_capacity,slope,,,scalar_baseline,raw_zero_based
discharge_capacity_intercept_cycle_0_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,discharge_capacity,discharge_capacity,discharge_capacity,intercept,,,scalar_baseline,raw_zero_based
discharge_capacity_r2_cycle_0_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,discharge_capacity,discharge_capacity,discharge_capacity,r2,,,scalar_baseline,raw_zero_based
discharge_capacity_curvature_cycle_0_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,99",,,discharge_capacity,discharge_capacity,discharge_capacity,curvature,,,scalar_baseline,raw_zero_based
discharge_capacity_mean_cycle_10_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,discharge_capacity,discharge_capacity,discharge_capacity,mean,,,scalar_baseline,raw_zero_based
discharge_capacity_std_cycle_10_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,discharge_capacity,discharge_capacity,discharge_capacity,std,,,scalar_baseline,raw_zero_based
discharge_capacity_min_cycle_10_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,discharge_capacity,discharge_capacity,discharge_capacity,min,,,scalar_baseline,raw_zero_based
discharge_capacity_max_cycle_10_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,discharge_capacity,discharge_capacity,discharge_capacity,max,,,scalar_baseline,raw_zero_based
discharge_capacity_delta_cycle_10_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,discharge_capacity,discharge_capacity,discharge_capacity,delta,,,scalar_baseline,raw_zero_based
discharge_capacity_slope_cycle_10_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,discharge_capacity,discharge_capacity,discharge_capacity,slope,,,scalar_baseline,raw_zero_based
discharge_capacity_intercept_cycle_10_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,discharge_capacity,discharge_capacity,discharge_capacity,intercept,,,scalar_baseline,raw_zero_based
discharge_capacity_r2_cycle_10_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,discharge_capacity,discharge_capacity,discharge_capacity,r2,,,scalar_baseline,raw_zero_based
discharge_capacity_curvature_cycle_10_to_99,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"10,99",,,discharge_capacity,discharge_capacity,discharge_capacity,curvature,,,scalar_baseline,raw_zero_based
charge_capacity_mean_cycle_0_to_4,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,charge_capacity,charge_capacity,charge_capacity,mean,,,scalar_baseline,raw_zero_based
charge_capacity_std_cycle_0_to_4,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,charge_capacity,charge_capacity,charge_capacity,std,,,scalar_baseline,raw_zero_based
charge_capacity_min_cycle_0_to_4,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,charge_capacity,charge_capacity,charge_capacity,min,,,scalar_baseline,raw_zero_based
charge_capacity_max_cycle_0_to_4,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,charge_capacity,charge_capacity,charge_capacity,max,,,scalar_baseline,raw_zero_based
charge_capacity_delta_cycle_0_to_4,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,charge_capacity,charge_capacity,charge_capacity,delta,,,scalar_baseline,raw_zero_based
charge_capacity_slope_cycle_0_to_4,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,charge_capacity,charge_capacity,charge_capacity,slope,,,scalar_baseline,raw_zero_based
charge_capacity_intercept_cycle_0_to_4,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,charge_capacity,charge_capacity,charge_capacity,intercept,,,scalar_baseline,raw_zero_based
charge_capacity_r2_cycle_0_to_4,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,charge_capacity,charge_capacity,charge_capacity,r2,,,scalar_baseline,raw_zero_based
charge_capacity_curvature_cycle_0_to_4,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,4",,,charge_capacity,charge_capacity,charge_capacity,curvature,,,scalar_baseline,raw_zero_based
charge_capacity_mean_cycle_0_to_9,capacity_summary,capacity_summary,summary_or_raw_cycle_mean,cycle_window_stats,cycle_window_stats,False,False,False,True,False,"0,9",,,charge_capacity,charge_capacity,charge_capacity,mean,,,scalar_baseline,raw_zero_based
