C1,C2,C3,C4,upper_bound,lower_bound,mean_bound
7.0,6.0,4.8,3.17,253.43539999999996,106.72979999999995,180.08259999999996
4.4,4.8,5.6,4.563,144.52700000000004,63.637899999999945,104.08245
7.0,5.6,3.6,4.271,325.2836,179.32950000000005,252.30655000000002
8.0,5.2,4.0,3.759,170.83640000000003,62.75310000000002,116.79475000000002
8.0,6.0,4.8,3.0,355.87649999999996,185.46069999999997,270.66859999999997
8.0,5.6,5.2,2.963,450.2839,284.10619999999994,367.19505
5.2,7.0,4.8,3.45,102.83500000000004,14.777000000000044,58.80600000000004
7.0,4.4,5.6,3.513,257.87919999999997,133.39380000000006,195.6365
5.2,5.2,4.4,4.516,160.51070000000004,68.38549999999998,114.44810000000001
7.0,6.0,5.6,2.897,472.7975,295.44910000000004,384.12330000000003
7.0,6.0,5.2,3.017,344.6921,178.23360000000002,261.46285
7.0,7.0,4.8,2.947,202.0833,80.31780000000003,141.20055000000002
5.2,7.0,5.2,3.269,134.58479999999997,37.36659999999995,85.97569999999996
6.0,6.0,4.8,3.429,184.288,59.1268,121.7074
6.0,5.6,3.6,4.755,452.2643,297.269,374.76665
7.0,4.8,4.8,3.652,42.94100000000003,-71.44939999999997,-14.254199999999969
7.0,5.2,5.6,3.129,291.0647,171.60760000000005,231.33615000000003
8.0,5.6,4.8,3.111,312.2985,163.32309999999995,237.81079999999997
4.0,5.6,5.6,4.421,65.71209999999996,-0.6960000000000264,32.50804999999997
8.0,5.2,5.2,3.089,340.7363,204.2495,272.4929
6.0,7.0,4.4,3.372,261.50429999999994,119.78589999999997,190.64509999999996
5.6,7.0,4.0,3.818,213.0263,90.63459999999998,151.83044999999998
8.0,4.4,5.6,3.306,458.7595,295.1096,376.93455
7.0,4.4,4.0,4.69,313.10069999999996,174.12329999999997,243.61199999999997
6.0,7.0,5.6,2.897,414.11530000000005,261.13199999999995,337.62365
6.0,7.0,3.6,4.065,349.48199999999997,222.62189999999998,286.05195
6.0,6.0,4.0,4.0,204.62840000000006,72.70529999999997,138.66685
4.0,7.0,4.8,4.308,160.5607,55.97249999999997,108.26659999999998
7.0,6.0,4.4,3.372,187.25490000000002,56.92669999999998,122.0908
8.0,6.0,3.6,3.789,305.5634,163.365,234.4642
6.0,5.6,4.8,3.574,159.56259999999997,41.550700000000006,100.55664999999999
4.8,5.6,4.8,4.2,17.907400000000052,-37.36559999999997,-9.72909999999996
6.0,7.0,4.8,3.17,302.00559999999996,146.91639999999995,224.46099999999996
8.0,4.0,4.4,4.328,263.80060000000003,120.98360000000002,192.39210000000003
6.0,4.8,5.6,3.574,265.3147,108.1087,186.7117
5.6,5.2,4.0,4.707,344.7401,205.90089999999998,275.3205
6.0,6.0,4.4,3.667,152.29679999999996,30.05600000000004,91.1764
5.6,6.0,3.6,4.755,400.67639999999994,245.84730000000002,323.26185
5.6,5.6,5.6,3.36,207.44949999999994,104.1952,155.82234999999997
4.4,5.2,5.6,4.252,40.01890000000003,-19.3125,10.353200000000015
6.0,3.6,5.6,4.755,491.5578,336.90470000000005,414.23125000000005
5.6,4.8,4.8,4.2,96.05529999999999,-6.141300000000001,44.956999999999994
4.8,6.0,5.6,3.574,72.43399999999997,4.6521000000000186,38.543049999999994
8.0,4.8,4.0,4.0,216.32950000000005,89.15419999999995,152.74185
7.0,4.4,4.4,4.239,125.68470000000002,4.233500000000049,64.95910000000003
5.6,5.6,5.2,3.523,100.56719999999996,10.251600000000053,55.409400000000005
5.2,4.8,5.6,3.935,111.53210000000001,10.023699999999963,60.77789999999999
7.0,7.0,5.2,2.814,192.6418,82.60559999999998,137.62369999999999
5.2,4.4,5.6,4.252,171.5317,58.29290000000003,114.91230000000002
6.0,5.2,4.4,4.047,194.67079999999999,68.18849999999998,131.42964999999998
8.0,5.2,4.4,3.463,141.75199999999995,32.360000000000014,87.05599999999998
4.0,7.0,4.4,4.69,224.5068,118.47410000000002,171.49045
7.0,4.8,4.0,4.308,249.70100000000002,116.29819999999995,182.9996
4.8,4.4,5.6,4.563,221.94910000000004,113.83910000000003,167.89410000000004
5.6,5.6,4.8,3.733,66.28039999999999,-18.452300000000037,23.914049999999975
8.0,5.6,5.6,2.847,611.856,427.98159999999996,519.9187999999999
5.6,5.2,5.6,3.523,203.17280000000005,83.53560000000004,143.35420000000005
4.4,5.6,5.6,4.017,22.113399999999956,-35.44799999999998,-6.6673000000000116
4.8,5.6,5.6,3.733,46.303300000000036,-12.82929999999999,16.737000000000023
7.0,4.8,5.2,3.45,68.16099999999994,-29.6096,19.275699999999972
7.0,5.2,3.6,4.537,392.61389999999994,235.15599999999995,313.88494999999995
8.0,5.2,3.6,4.197,332.19129999999996,199.17629999999997,265.68379999999996
4.4,5.6,4.8,4.563,75.42259999999999,9.886899999999969,42.65474999999998
4.8,7.0,5.6,3.294,177.31949999999995,75.70590000000004,126.5127
4.8,7.0,4.0,4.308,183.1531,81.19230000000005,132.17270000000002
6.0,4.8,5.2,3.759,126.02620000000002,-12.162599999999998,56.93180000000001
4.0,6.0,5.6,4.2,57.398900000000026,-8.687900000000013,24.355500000000006
7.0,5.6,4.4,3.513,161.57309999999995,32.36030000000005,96.9667
5.2,6.0,4.4,4.047,39.38959999999997,-34.64729999999997,2.37115
8.0,5.2,5.6,2.963,529.3007,363.77369999999996,446.5372
5.6,4.8,5.6,3.733,189.2627,55.542299999999955,122.40249999999997
4.8,4.8,5.6,4.2,85.0181,6.9027999999999565,45.96044999999998
6.0,7.0,5.2,3.017,334.68870000000004,180.70309999999995,257.6959
7.0,4.4,5.2,3.691,69.87850000000003,-28.735300000000052,20.57159999999999
6.0,5.2,4.0,4.457,338.6205,196.94079999999997,267.78065
8.0,7.0,3.6,3.476,352.3727,226.15920000000006,289.26595000000003
4.8,7.0,4.4,3.924,53.54600000000005,-23.115599999999972,15.215200000000038
8.0,4.8,5.6,3.111,464.6844,308.24249999999995,386.46344999999997
3.6,7.0,5.2,4.537,395.3841,246.91809999999998,321.1511
8.0,4.0,4.8,4.0,235.19949999999994,88.25229999999999,161.72589999999997
3.6,7.0,5.6,4.271,456.2748,304.3387,380.30675
8.0,4.0,5.6,3.574,491.8431,327.0846,409.46385
8.0,4.4,4.4,3.94,171.46979999999996,38.72640000000001,105.09809999999999
8.0,3.6,5.6,3.969,569.5099,407.9035,488.7067
6.0,4.4,5.6,3.834,236.45709999999997,91.84810000000004,164.1526
4.0,7.0,5.2,4.03,170.81330000000003,58.59760000000006,114.70545000000004
6.0,6.0,3.6,4.5,382.5435,225.14099999999996,303.84225
5.6,7.0,5.2,3.129,242.01110000000006,115.31169999999997,178.66140000000001
5.2,4.0,5.6,4.707,321.9285,191.13329999999996,256.5309
8.0,3.6,4.8,4.5,380.23519999999996,228.9239,304.57955
5.6,5.6,4.0,4.421,233.10410000000002,117.36429999999996,175.2342
4.4,7.0,4.0,4.69,232.15319999999997,126.87810000000002,179.51565
7.0,3.6,5.6,4.271,559.4689000000001,390.2142,474.84155000000004
7.0,3.6,5.2,4.537,401.71669999999995,255.30290000000002,328.5098
4.8,6.0,4.0,4.8,217.0145,108.99570000000006,163.00510000000003
5.2,5.2,4.8,4.16,39.67790000000002,-28.355199999999968,5.661350000000027
4.4,6.0,4.8,4.328,16.542100000000005,-43.731899999999996,-13.594899999999996
4.8,5.6,4.4,4.563,112.43510000000003,40.42809999999997,76.4316
4.4,7.0,5.6,3.513,175.24019999999996,74.70730000000003,124.97375
6.0,4.8,4.4,4.328,247.3696,107.01139999999998,177.1905
5.2,5.2,5.6,3.702,97.14559999999994,12.711300000000051,54.92845
6.0,7.0,4.0,3.652,248.40729999999996,126.6558,187.53154999999998
4.8,6.0,4.8,4.0,-3.865099999999984,-64.24429999999995,-34.05469999999997
7.0,4.4,4.8,3.924,33.92470000000003,-73.56870000000004,-19.822000000000003
8.0,4.8,4.4,3.667,130.05550000000005,14.600400000000036,72.32795000000004
4.4,6.0,5.6,3.834,41.44979999999998,-24.985400000000027,8.232199999999978
4.4,6.0,4.4,4.714,118.27200000000005,37.72490000000005,77.99845000000005
7.0,5.6,5.2,3.129,287.27570000000003,141.38760000000002,214.33165000000002
8.0,4.8,4.8,3.429,149.85289999999998,33.66110000000003,91.757
6.0,4.0,5.6,4.2,297.452,165.2898,231.3709
7.0,5.2,5.2,3.269,158.97540000000004,45.86149999999998,102.41845
4.0,5.6,5.2,4.707,68.7568,-3.9108999999999696,32.422950000000014
8.0,4.0,5.2,3.759,306.84209999999996,161.56740000000002,234.20475
5.6,4.8,5.2,3.935,67.8587,-43.250999999999976,12.303850000000011
5.6,4.8,4.4,4.563,253.73299999999995,127.07719999999995,190.40509999999995
7.0,4.0,5.2,4.03,181.4484,71.06489999999997,126.25664999999998
5.6,5.2,4.8,3.935,77.60649999999998,-20.16369999999995,28.721400000000017
4.0,5.2,5.6,4.707,144.25850000000003,62.476099999999974,103.3673
7.0,7.0,5.6,2.71,304.0996,179.54809999999998,241.82385
7.0,4.0,4.4,4.69,228.0928,107.82360000000006,167.95820000000003
7.0,5.2,4.0,4.03,210.3202,72.61090000000002,141.46555
5.2,6.0,5.2,3.545,33.723499999999945,-31.879299999999944,0.9221000000000004
7.0,5.6,4.0,3.818,185.0797,51.043000000000006,118.06135
6.0,4.0,5.2,4.457,151.94439999999997,49.77449999999999,100.85944999999998
8.0,5.6,3.6,3.969,291.53060000000005,170.7794,231.15500000000003
7.0,4.8,5.6,3.294,223.02700000000004,114.54409999999996,168.78555
7.0,4.0,5.6,3.818,378.07000000000005,233.01969999999994,305.54485
6.0,6.0,5.6,3.111,358.85670000000005,210.1554,284.50605
5.2,6.0,5.6,3.381,120.06399999999996,42.62779999999998,81.34589999999997
7.0,6.0,4.0,3.652,185.59249999999997,57.24289999999996,121.41769999999997
4.4,7.0,4.4,4.239,76.41290000000004,-5.523299999999949,35.44480000000004
8.0,6.0,5.2,2.862,473.5851,292.58140000000003,383.08325
4.4,6.0,5.2,4.047,-18.16420000000005,-76.18209999999999,-47.17315000000002
7.0,7.0,3.6,3.706,477.7796,298.1794,387.97950000000003
6.0,5.6,5.6,3.231,336.4569,192.5643,264.5106
5.2,5.6,5.6,3.523,102.46860000000004,31.00030000000004,66.73445000000004
4.8,7.0,4.8,3.652,30.99969999999996,-44.877399999999966,-6.938850000000002
5.6,5.2,5.2,3.702,88.95209999999997,-16.26940000000002,36.34134999999998
5.2,6.0,4.0,4.457,176.07230000000004,71.15830000000005,123.61530000000005
6.0,5.6,4.4,3.834,151.31280000000004,43.470699999999965,97.39175
4.4,7.0,5.2,3.691,64.54610000000002,-26.348600000000033,19.098749999999995
5.2,4.8,4.8,4.457,109.15120000000002,21.78869999999995,65.46994999999998
5.6,7.0,4.4,3.513,187.13099999999997,66.47820000000002,126.8046
5.2,4.4,5.2,4.516,107.78210000000001,4.620499999999993,56.2013
8.0,4.8,3.6,4.5,413.9384,256.8799,335.40915
8.0,7.0,4.0,3.17,221.47529999999995,111.49869999999999,166.48699999999997
7.0,5.6,5.6,3.0,414.1245,259.34490000000005,336.73470000000003
5.6,6.0,4.8,3.574,81.17939999999999,-7.966499999999996,36.606449999999995
8.0,5.2,4.8,3.25,207.6603,89.5539,148.6071
5.2,5.6,5.2,3.702,17.796299999999974,-45.092700000000036,-13.648200000000031
4.0,7.0,5.6,3.818,263.86310000000003,145.72130000000004,204.79220000000004
4.8,5.2,5.2,4.16,-6.492200000000025,-63.65779999999995,-35.07499999999999
5.2,5.2,5.2,3.9,11.33680000000004,-58.495700000000056,-23.57945000000001
4.8,7.0,5.2,3.45,64.72550000000001,-18.085699999999974,23.31990000000002
5.2,5.6,4.0,4.707,246.84299999999996,134.82860000000005,190.8358
4.4,5.2,5.2,4.516,41.41980000000001,-25.19659999999999,8.11160000000001
5.2,7.0,5.6,3.129,234.85350000000005,119.92740000000003,177.39045000000004
7.0,5.6,4.8,3.294,207.95529999999997,73.45339999999999,140.70434999999998
8.0,7.0,5.2,2.68,201.41909999999996,92.56290000000001,146.99099999999999
8.0,6.0,4.0,3.429,214.65560000000005,74.91330000000005,144.78445000000005
6.0,4.8,4.8,4.0,123.83029999999997,-3.4745000000000346,60.177899999999966
4.8,5.2,4.8,4.457,74.75009999999997,6.8052000000000135,40.777649999999994
8.0,5.6,4.4,3.306,206.90070000000003,76.13549999999998,141.5181
5.6,7.0,5.6,3.0,326.14160000000004,194.952,260.5468
7.0,7.0,4.0,3.36,353.2608,184.25070000000005,268.75575000000003
5.6,4.4,5.2,4.252,64.18690000000004,-36.33190000000002,13.927500000000009
5.6,4.4,4.8,4.563,134.02329999999995,34.254299999999944,84.13879999999995
4.0,6.0,5.2,4.457,25.32389999999998,-38.12959999999998,-6.402850000000001
8.0,4.4,4.8,3.667,165.0362,26.78819999999996,95.91219999999998
8.0,7.0,5.6,2.585,332.212,207.42780000000005,269.8199
5.2,7.0,4.0,4.03,194.71939999999995,77.32240000000002,136.02089999999998
6.0,4.8,4.0,4.8,451.1498,285.6843,368.41705
6.0,5.6,5.2,3.381,219.35929999999996,87.9185,153.63889999999998
6.0,5.2,5.2,3.545,182.23209999999995,41.89149999999995,112.06179999999995
5.6,4.4,5.6,4.017,184.5244,57.857200000000034,121.19080000000002
6.0,5.2,4.8,3.759,146.99159999999995,17.62009999999998,82.30584999999996
5.2,5.6,4.4,4.252,72.16510000000005,-0.7492999999999483,35.70790000000005
8.0,3.6,5.2,4.197,416.9397,275.8465,346.3931
4.8,4.8,5.2,4.457,63.25699999999995,-14.959299999999985,24.14884999999998
7.0,6.0,3.6,4.065,301.33180000000004,165.74419999999998,233.538
8.0,4.0,4.0,4.8,379.26289999999995,240.81740000000002,310.04015
4.8,5.2,5.6,3.935,36.61360000000002,-27.092700000000036,4.760449999999992
8.0,5.6,4.0,3.574,177.39800000000002,66.34349999999995,121.87074999999999
5.6,6.0,4.4,3.834,82.74210000000005,-14.30460000000005,34.21875
