row_id,cell_id,cycle_index,discharge_capacity,charge_capacity,discharge_energy,charge_energy,dc_internal_resistance,temperature_maximum,temperature_average,temperature_minimum,energy_efficiency,charge_throughput,energy_throughput,charge_duration,time_temperature_integrated,paused
0,surrogate_cell_00000,11,1.0565971,1.0565399,3.228482,3.6597068,,35.53714370727539,33.470245361328125,31.236595153808594,0.8821696043014526,12.657382011413574,43.913490295410156,640.0,1493.7722169956778,0.0
0,surrogate_cell_00000,12,1.0567153,1.0567132,3.2289057,3.6604033,,35.51774978637695,33.45074462890625,31.234174728393555,0.8821174502372742,13.714095115661621,47.57389450073242,640.0,1492.3757943317028,0.0
0,surrogate_cell_00000,13,1.056775,1.0567129,3.2290611,3.6599112,,35.49886703491211,33.47128677368164,31.196514129638672,0.882278561592102,14.770808219909668,51.233802795410156,640.0,1493.373736419751,0.0
0,surrogate_cell_00000,14,1.0566911,1.056703,3.229739,3.6597776,,35.636207580566406,33.520572662353516,31.2969913482666,0.8824959993362427,15.827510833740234,54.89358139038086,640.0,1496.3354542936831,0.0
0,surrogate_cell_00000,15,1.056502,1.0566658,3.2291119,3.6592436,,35.6229248046875,33.53820037841797,31.289289474487305,0.8824533820152283,16.88417625427246,58.552825927734375,640.0,1496.303244201065,0.0
0,surrogate_cell_00000,16,1.0567275,1.0566037,3.2302418,3.6592715,,35.59077453613281,33.54779815673828,31.336854934692383,0.88275545835495,17.940780639648438,62.21209716796875,640.0,1497.5069883692508,0.0
0,surrogate_cell_00000,17,1.0567753,1.0567609,3.2305534,3.659513,,35.702003479003906,33.608795166015625,31.407508850097656,0.8827823400497437,18.997541427612305,65.87161254882812,640.0,1499.729549858906,0.0
0,surrogate_cell_00000,18,1.0569191,1.056869,3.2312675,3.6595216,,35.790035247802734,33.693782806396484,31.47518539428711,0.8829753994941711,20.054410934448242,69.5311279296875,640.0,1504.004342509213,0.0
0,surrogate_cell_00000,19,1.0569063,1.0568436,3.2329171,3.659086,,36.077659606933594,33.860252380371094,31.502479553222656,0.8835313320159912,21.11125373840332,73.19021606445312,512.0,1510.8506863214584,0.0
0,surrogate_cell_00000,20,1.0569401,1.0568211,3.2334979,3.658371,,36.27070236206055,33.95530319213867,31.491172790527344,0.8838627338409424,22.168075561523438,76.84858703613281,512.0,1514.7691013220244,0.0
0,surrogate_cell_00000,21,1.0567837,1.0567786,3.2312591,3.6579382,,35.94919204711914,33.8881950378418,31.542278289794922,0.8833553194999695,23.224853515625,80.50652313232422,512.0,1439.0168338974113,0.0
0,surrogate_cell_00000,22,1.056949,1.0567573,3.2324319,3.6585114,,36.18971633911133,33.896480560302734,31.59419822692871,0.8835374712944031,24.2816104888916,84.1650390625,640.0,1512.3277515560005,0.0
0,surrogate_cell_00000,23,1.057004,1.0568093,3.2312953,3.6581728,,35.924983978271484,33.894039154052734,31.59392547607422,0.8833085298538208,25.338420867919922,87.82321166992188,640.0,1512.704673650458,0.0
0,surrogate_cell_00000,24,1.0568867,1.0568384,3.2309644,3.658957,,35.957313537597656,33.79286193847656,31.478879928588867,0.8830288052558899,26.3952579498291,91.48217010498047,640.0,1507.59499482215,0.0
0,surrogate_cell_00000,25,1.0569555,1.0568671,3.2314327,3.6590505,,35.92791748046875,33.756248474121094,31.463394165039062,0.8831342458724976,27.452125549316406,95.14122009277344,640.0,1505.9475079776973,0.0
0,surrogate_cell_00000,26,1.0569673,1.0568902,3.2306752,3.6589608,,35.83726501464844,33.763545989990234,31.459209442138672,0.8829488158226013,28.509016036987305,98.80017852783203,640.0,1506.1787022622748,0.0
0,surrogate_cell_00000,27,1.0568922,1.0567514,3.2300618,3.6587315,,35.6915397644043,33.62843322753906,31.289947509765625,0.8828365206718445,29.565767288208008,102.45890808105469,640.0,1500.0725862037725,0.0
0,surrogate_cell_00000,28,1.0569013,1.0567603,3.2300816,3.658844,,35.73512649536133,33.6468391418457,31.376163482666016,0.8828147649765015,30.622528076171875,106.11775207519531,512.0,1501.7148540785279,0.0
0,surrogate_cell_00000,29,1.0568776,1.0568532,3.2302372,3.6591523,,35.857177734375,33.72372817993164,31.50729751586914,0.8827829360961914,31.679380416870117,109.77690887451172,512.0,1433.1653824454997,0.0
0,surrogate_cell_00000,30,1.0568222,1.0567498,3.2299995,3.6584971,,35.794227600097656,33.71682357788086,31.41657066345215,0.8828760385513306,32.73612976074219,113.4354019165039,640.0,1504.842373425006,0.0
0,surrogate_cell_00000,31,1.0570091,1.056836,3.2335978,3.6583519,,36.335994720458984,33.95756530761719,31.48101806640625,0.883894681930542,33.79296875,117.09375762939453,640.0,1515.365732230646,0.0
0,surrogate_cell_00000,32,1.0569824,1.0568438,3.2334855,3.6575031,,36.30516052246094,34.04351806640625,31.489215850830078,0.8840690851211548,34.84981155395508,120.75125885009766,640.0,1518.7462142261381,0.0
0,surrogate_cell_00000,33,1.0567776,1.0567396,3.2331266,3.6569407,,36.229583740234375,34.05585479736328,31.51179313659668,0.8841069340705872,35.906551361083984,124.408203125,512.0,1446.5120821192886,0.0
0,surrogate_cell_00000,34,1.0567727,1.0567468,3.2308414,3.6570699,,35.98303985595703,33.9518928527832,31.52989959716797,0.8834508061408997,36.96329879760742,128.06527709960938,640.0,1516.672299737163,0.0
0,surrogate_cell_00000,35,1.0568649,1.0567209,3.2334092,3.657511,,36.545536041259766,34.105621337890625,31.54736328125,0.8840463161468506,38.02001953125,131.7227783203125,640.0,1520.090232672825,0.0
0,surrogate_cell_00000,36,1.0567083,1.0566851,3.2301018,3.6564808,,36.02119064331055,34.00402069091797,31.510459899902344,0.8833909034729004,39.07670211791992,135.37925720214844,640.0,1515.9780779952262,0.0
0,surrogate_cell_00000,37,1.0567511,1.0565789,3.2312367,3.6566598,,36.28837585449219,33.99108123779297,31.530838012695312,0.8836579918861389,40.13328170776367,139.03591918945312,512.0,1443.7173381136745,0.0
0,surrogate_cell_00000,38,1.0566252,1.0566316,3.2293448,3.6568713,,35.9805908203125,33.91461944580078,31.510356903076172,0.883089542388916,41.18991470336914,142.6927947998047,640.0,1512.349041080748,0.0
0,surrogate_cell_00000,39,1.0565944,1.0565332,3.2293735,3.6571598,,35.988616943359375,33.87336349487305,31.551008224487305,0.8830277323722839,42.2464485168457,146.34994506835938,640.0,1511.021684593553,0.0
0,surrogate_cell_00000,40,1.0564505,1.0563573,3.2310193,3.6559732,,36.40043258666992,34.07698059082031,31.595844268798828,0.8837645053863525,43.30280303955078,150.00592041015625,512.0,1448.1926171750765,0.0
0,surrogate_cell_00000,41,1.0565892,1.056478,3.2301295,3.6555681,,36.26206970214844,34.09773635864258,31.653114318847656,0.8836190104484558,44.359283447265625,153.6614990234375,640.0,1520.9129772134525,0.0
0,surrogate_cell_00000,42,1.0564888,1.0564642,3.2288988,3.6557462,,36.048561096191406,34.0238151550293,31.616287231445312,0.8832393288612366,45.41574478149414,157.31724548339844,640.0,1517.8019079936669,0.0
0,surrogate_cell_00000,43,1.0564733,1.0564395,3.229322,3.6559956,,36.16910934448242,34.01242446899414,31.546621322631836,0.8832948207855225,46.47218704223633,160.97323608398438,512.0,1446.2258182959338,0.0
0,surrogate_cell_00000,44,1.056564,1.0564404,3.2301631,3.6554067,,36.33510971069336,34.1566276550293,31.681991577148438,0.8836672306060791,47.52862548828125,164.62864685058594,640.0,1524.2671785869106,0.0
0,surrogate_cell_00000,45,1.0565498,1.0564334,3.2298837,3.6556144,,36.27092742919922,34.1041259765625,31.64632797241211,0.8835405707359314,48.585060119628906,168.2842559814453,512.0,1449.8447287741992,0.0
0,surrogate_cell_00000,46,1.0566126,1.0565223,3.2298412,3.6559525,,36.238792419433594,34.105125427246094,31.729875564575195,0.8834472298622131,49.64158248901367,171.94021606445312,640.0,1522.2060557488262,0.0
0,surrogate_cell_00000,47,1.056486,1.0564598,3.2298622,3.655977,,36.239322662353516,34.12506866455078,31.716970443725586,0.8834470510482788,50.69804000854492,175.59619140625,640.0,1522.6702263302682,0.0
0,surrogate_cell_00000,48,1.0565926,1.0563935,3.2309632,3.6554859,,36.346927642822266,34.2100944519043,31.724750518798828,0.8838669657707214,51.75443649291992,179.25167846679688,512.0,1455.16814159639,0.0
0,surrogate_cell_00000,49,1.0564106,1.0563703,3.2282422,3.6566947,,36.21208953857422,34.002540588378906,31.670284271240234,0.8828306794166565,52.81080627441406,182.9083709716797,640.0,1516.1312454294275,0.0
0,surrogate_cell_00000,50,1.0564593,1.0563073,3.2282803,3.6566398,,36.23860168457031,33.99449157714844,31.69231414794922,0.8828543424606323,53.86711120605469,186.56500244140625,640.0,1515.6484580852475,0.0
0,surrogate_cell_00000,51,1.0564396,1.0562825,3.2311287,3.6557446,,36.757137298583984,34.299537658691406,31.75076675415039,0.8838496804237366,54.923397064208984,190.2207489013672,512.0,1458.4968591485067,0.0
0,surrogate_cell_00000,52,1.0563954,1.0563269,3.2303753,3.6544573,,36.667442321777344,34.412193298339844,31.75552749633789,0.8839548826217651,55.97972106933594,193.87521362304688,640.0,1533.9001991177997,0.0
0,surrogate_cell_00000,53,1.0564327,1.0563848,3.2283716,3.6548405,,36.37273025512695,34.3045539855957,31.841089248657227,0.8833139538764954,57.03610610961914,197.53004455566406,512.0,1458.6320162950537,0.0
0,surrogate_cell_00000,54,1.0564899,1.0563,3.2302663,3.6555183,,36.730621337890625,34.347557067871094,31.868314743041992,0.8836684823036194,58.0924072265625,201.18556213378906,640.0,1532.1893092882574,0.0
0,surrogate_cell_00000,55,1.0561721,1.0562295,3.2226629,3.6545446,,36.33158874511719,34.08928680419922,31.439910888671875,0.8818233609199524,59.14863586425781,204.84011840820312,640.0,1448.1358824457539,0.0
0,surrogate_cell_00000,56,1.0560992,1.0559359,3.22246,3.6576936,,35.85799789428711,33.677734375,31.598241806030273,0.8810087442398071,60.20457077026367,208.497802734375,640.0,1503.0286856444088,0.0
0,surrogate_cell_00000,57,1.0560442,1.0559343,3.2223978,3.6575363,,35.82563400268555,33.71477127075195,31.534082412719727,0.8810296058654785,61.26050567626953,212.15533447265625,640.0,1503.5442657425451,0.0
0,surrogate_cell_00000,58,1.0560391,1.056039,3.2223713,3.6578948,,35.87031555175781,33.66022491455078,31.549623489379883,0.8809360265731812,62.31654739379883,215.813232421875,512.0,1428.5794549919283,0.0
0,surrogate_cell_00000,59,1.0558721,1.0558045,3.2216802,3.6571546,,35.750160217285156,33.667205810546875,31.56673240661621,0.8809253573417664,63.37234878540039,219.47039794921875,640.0,1502.4509960692296,0.0
0,surrogate_cell_00000,60,1.0559828,1.0558231,3.2218709,3.6572599,,35.72248458862305,33.607601165771484,31.613672256469727,0.8809521198272705,64.42817687988281,223.12765502929688,640.0,1498.2690005376878,0.0
0,surrogate_cell_00000,61,1.0557404,1.0557942,3.221427,3.6571913,,35.819114685058594,33.63070297241211,31.518653869628906,0.8808472752571106,65.48397064208984,226.7848358154297,512.0,1428.2065049554,0.0
0,surrogate_cell_00000,62,1.0559381,1.0557306,3.2213638,3.6568148,,35.77662658691406,33.627647399902344,31.508440017700195,0.8809207081794739,66.5396957397461,230.441650390625,640.0,1499.6584760276046,0.0
0,surrogate_cell_00000,63,1.0558816,1.0558002,3.2213805,3.6573622,,35.86102294921875,33.60498809814453,31.550827026367188,0.8807933926582336,67.59549713134766,234.09901428222656,640.0,1426.1857331442495,0.0
0,surrogate_cell_00000,64,1.0558296,1.0556921,3.2210484,3.6567857,,35.77619934082031,33.62619400024414,31.492061614990234,0.8808414340019226,68.65119171142578,237.75579833984375,640.0,1500.2732562876536,0.0
0,surrogate_cell_00000,65,1.0556648,1.0556723,3.2203577,3.6568365,,35.75632858276367,33.59767150878906,31.487491607666016,0.8806403279304504,69.70686340332031,241.4126434326172,640.0,1497.9243105027963,0.0
0,surrogate_cell_00000,66,1.0557036,1.0555559,3.2197673,3.656364,,35.742122650146484,33.5465202331543,31.39090919494629,0.8805926442146301,70.76242065429688,245.06900024414062,512.0,1424.8995374621645,0.0
0,surrogate_cell_00000,67,1.0555649,1.055688,3.2186139,3.6572297,,35.66079330444336,33.488250732421875,31.35757827758789,0.880068838596344,71.81810760498047,248.7262420654297,640.0,1493.3446685231515,0.0
0,surrogate_cell_00000,68,1.0555241,1.0554518,3.2184553,3.6566019,,35.68756866455078,33.45920181274414,31.299686431884766,0.8801765441894531,72.8735580444336,252.38284301757812,512.0,1420.6382080378453,0.0
0,surrogate_cell_00000,69,1.0553792,1.0554314,3.2178698,3.6563554,,35.672088623046875,33.46137237548828,31.33664894104004,0.8800757527351379,73.92899322509766,256.0391845703125,640.0,1492.7499289173363,0.0
0,surrogate_cell_00000,70,1.0553949,1.0552914,3.217694,3.6559861,,35.73255157470703,33.475555419921875,31.32369041442871,0.8801165819168091,74.98428344726562,259.6951904296875,640.0,1420.8564886395911,0.0
0,surrogate_cell_00000,71,1.0553757,1.0552664,3.2175977,3.655947,,35.668514251708984,33.48429489135742,31.35910987854004,0.8800996541976929,76.03955078125,263.35113525390625,640.0,1493.5235848484976,0.0
0,surrogate_cell_00000,72,1.0554107,1.055333,3.2175953,3.6562428,,35.6175537109375,33.47232437133789,31.373201370239258,0.8800277709960938,77.09487915039062,267.0073547363281,640.0,1421.0792001687955,0.0
0,surrogate_cell_00000,73,1.0553504,1.0553068,3.2172267,3.6562121,,35.615081787109375,33.44594192504883,31.384246826171875,0.8799343705177307,78.15018463134766,270.66357421875,640.0,1492.4715789007444,0.0
0,surrogate_cell_00000,74,1.0553132,1.0552105,3.2168281,3.6559002,,35.59056854248047,33.484291076660156,31.451496124267578,0.8799003958702087,79.20539855957031,274.3194885253906,640.0,1421.041103997048,0.0
0,surrogate_cell_00000,75,1.0553254,1.0551522,3.2167511,3.6558602,,35.61430358886719,33.43659973144531,31.349403381347656,0.8798889517784119,80.26055145263672,277.975341796875,640.0,1491.6126783996865,0.0
0,surrogate_cell_00000,76,1.055198,1.0550982,3.2160041,3.6557114,,35.619075775146484,33.429039001464844,31.342931747436523,0.8797204494476318,81.3156509399414,281.63104248046875,640.0,1418.8925541739593,0.0
0,surrogate_cell_00000,77,1.0551581,1.0550534,3.215589,3.6556563,,35.612857818603516,33.41290283203125,31.29990577697754,0.8796201944351196,82.3707046508789,285.2867126464844,640.0,1490.46615450149,0.0
0,surrogate_cell_00000,78,1.0552346,1.0550771,3.2156322,3.65589,,35.65861129760742,33.418792724609375,31.337980270385742,0.8795757293701172,83.42578125,288.9425964355469,640.0,1490.016459458417,0.0
0,surrogate_cell_00000,79,1.0551739,1.0550218,3.2154021,3.6556098,,35.72616958618164,33.43837356567383,31.321697235107422,0.8795801997184753,84.48079681396484,292.59820556640625,512.0,1420.171089411309,0.0
0,surrogate_cell_00000,80,1.0549501,1.0549504,3.214875,3.6554072,,35.71114730834961,33.439823150634766,31.366090774536133,0.8794847726821899,85.53575134277344,296.25360107421875,640.0,1491.2941814179908,0.0
0,surrogate_cell_00000,81,1.0550294,1.0549157,3.2149224,3.6550224,,35.754608154296875,33.4910888671875,31.393512725830078,0.8795903325080872,86.59066772460938,299.90863037109375,512.0,1421.8091776920905,0.0
0,surrogate_cell_00000,82,1.0549339,1.0547827,3.2145288,3.6545851,,35.74000930786133,33.49818420410156,31.402883529663086,0.8795878887176514,87.64544677734375,303.563232421875,640.0,1493.5409991892811,0.0
0,surrogate_cell_00000,83,1.0548764,1.0547903,3.2143834,3.6546907,,35.7502326965332,33.519317626953125,31.419063568115234,0.8795226812362671,88.70024108886719,307.2179260253906,512.0,1423.9966308014355,0.0
0,surrogate_cell_00000,84,1.054857,1.0547187,3.2141747,3.6543367,,35.829856872558594,33.55222702026367,31.414888381958008,0.8795507550239563,89.75495910644531,310.87225341796875,640.0,1495.9812972688876,0.0
0,surrogate_cell_00000,85,1.0546566,1.0546852,3.2138104,3.654063,,35.849151611328125,33.6203727722168,31.51813507080078,0.8795169591903687,90.80964660644531,314.52630615234375,512.0,1428.105073632923,0.0
0,surrogate_cell_00000,86,1.0545714,1.05457,3.2135897,3.6535208,,35.92567443847656,33.68010330200195,31.54932403564453,0.8795870542526245,91.86421203613281,318.1798400878906,640.0,1429.053466661307,0.0
0,surrogate_cell_00000,87,1.0545783,1.0545846,3.2133591,3.6537418,,35.99012756347656,33.70841598510742,31.609664916992188,0.8794707655906677,92.9188003540039,321.8335876464844,640.0,1503.8019937603722,0.0
0,surrogate_cell_00000,88,1.054671,1.0545293,3.2132609,3.6534603,,35.966400146484375,33.70738220214844,31.626562118530273,0.8795116543769836,93.97332763671875,325.4870300292969,640.0,1430.4304407279742,0.0
0,surrogate_cell_00000,89,1.0544555,1.054413,3.2126665,3.6532655,,35.944313049316406,33.66617202758789,31.548057556152344,0.8793958425521851,95.02774047851562,329.1402893066406,640.0,1501.4101326282655,0.0
0,surrogate_cell_00000,90,1.0544643,1.0543412,3.212456,3.6528373,,35.92048645019531,33.72467041015625,31.573884963989258,0.8794413208961487,96.08208465576172,332.79315185546875,512.0,1431.7246753920147,0.0
0,surrogate_cell_00000,91,1.0543942,1.0542835,3.2121544,3.6527317,,36.00990676879883,33.661624908447266,31.52852439880371,0.8793841600418091,97.13636779785156,336.44586181640625,640.0,1500.2607850608554,0.0
0,surrogate_cell_00000,92,1.054464,1.0543787,3.2121847,3.6530879,,35.83306121826172,33.64384841918945,31.430734634399414,0.8793067336082458,98.19074249267578,340.0989685058594,512.0,1429.1837310392525,0.0
0,surrogate_cell_00000,93,1.0545979,1.0544109,3.2124984,3.6531401,,35.79093933105469,33.62493133544922,31.507694244384766,0.8793799877166748,99.24515533447266,343.7521057128906,640.0,1427.4385651097668,0.0
0,surrogate_cell_00000,94,1.0545887,1.0544835,3.2123628,3.6534398,,35.925025939941406,33.661277770996094,31.479469299316406,0.8792707920074463,100.29963684082031,347.4055480957031,640.0,1502.6970744458233,0.0
0,surrogate_cell_00000,95,1.0544182,1.0543751,3.2116418,3.6531484,,35.93678665161133,33.64821243286133,31.528533935546875,0.8791435360908508,101.35401153564453,351.0586853027344,640.0,1427.5062847559202,0.0
0,surrogate_cell_00000,96,1.0544169,1.0542278,3.2110658,3.6526597,,35.81329345703125,33.64356231689453,31.472179412841797,0.8791034817695618,102.40824127197266,354.7113342285156,640.0,1500.5683292949873,0.0
0,surrogate_cell_00000,97,1.0542461,1.0542787,3.2104058,3.653089,,35.8745231628418,33.6215705871582,31.489957809448242,0.878819465637207,103.46251678466797,358.36444091796875,640.0,1427.5306570312705,0.0
0,surrogate_cell_00000,98,1.0542647,1.0541517,3.2103484,3.6525347,,35.96660614013672,33.640846252441406,31.432632446289062,0.8789371252059937,104.51667022705078,362.0169677734375,640.0,1499.5912297541233,0.0
0,surrogate_cell_00000,99,1.0541875,1.0541255,3.2099056,3.6524565,,35.92198181152344,33.64936065673828,31.519981384277344,0.8788347244262695,105.57080078125,365.66943359375,512.0,1428.6643772527948,0.0
0,surrogate_cell_00000,100,1.0541074,1.0539933,3.2094824,3.6519637,,35.933837890625,33.633636474609375,31.412914276123047,0.8788374066352844,106.62479400634766,369.3213806152344,640.0,1426.4446324538783,0.0
1,surrogate_cell_00001,1,1.0550736,1.054714,3.2191525,3.6653357,,30.913454055786133,30.603580474853516,30.305377960205078,0.8782694935798645,2.108308792114258,7.343888282775879,512.0,1371.2921915690104,0.0
1,surrogate_cell_00001,2,1.0561223,1.0556475,3.2251337,3.6662889,,31.113954544067383,30.821557998657227,30.568073272705078,0.8796725273132324,3.1639561653137207,11.010177612304688,512.0,1381.0667643229165,0.0
1,surrogate_cell_00001,3,1.0569826,1.0564569,3.2295177,3.667166,,31.271780014038086,30.99649429321289,30.74269676208496,0.8806576132774353,4.2204132080078125,14.677343368530273,512.0,1322.2395141601562,0.0
1,surrogate_cell_00001,4,1.0574415,1.0570576,3.2322438,3.6681712,,31.35896110534668,31.10333824157715,30.85933494567871,0.8811594843864441,5.277470588684082,18.34551429748535,640.0,1393.3039225260416,0.0
1,surrogate_cell_00001,5,1.0579454,1.0574878,3.2345767,3.6687782,,31.400304794311523,31.17899513244629,30.945663452148438,0.8816495537757874,6.334958553314209,22.014291763305664,640.0,1396.7314737955728,0.0
1,surrogate_cell_00001,6,1.0585918,1.0580206,3.2371132,3.6697519,,31.460769653320312,31.237977981567383,31.015033721923828,0.8821068406105042,7.392979145050049,25.684043884277344,512.0,1332.4234049479167,0.0
1,surrogate_cell_00001,7,1.0589131,1.0585183,3.2384539,3.6709878,,31.533838272094727,31.274478912353516,30.984413146972656,0.882175087928772,8.451497077941895,29.355031967163086,640.0,1400.692521158854,0.0
1,surrogate_cell_00001,8,1.0590539,1.0586461,3.2392478,3.6708555,,31.60772705078125,31.30350685119629,31.008098602294922,0.8824231028556824,9.510143280029297,33.02588653564453,640.0,1402.0094767252604,0.0
1,surrogate_cell_00001,9,1.0592695,1.0589058,3.2402856,3.671299,,31.632875442504883,31.337631225585938,31.067235946655273,0.8825992345809937,10.569048881530762,36.69718551635742,512.0,1336.835624186198,0.0
1,surrogate_cell_00001,10,1.0595168,1.0590624,3.241308,3.6715207,,31.693626403808594,31.369525909423828,31.128564834594727,0.8828243613243103,11.628111839294434,40.36870574951172,640.0,1405.2993815104167,0.0
1,surrogate_cell_00001,11,1.0598067,1.0594087,3.2424126,3.6726077,,31.645353317260742,31.379255294799805,31.16793441772461,0.8828638792037964,12.687520027160645,44.041316986083984,512.0,1338.3893513997396,0.0
1,surrogate_cell_00001,12,1.0599198,1.0594956,3.2427504,3.6727304,,31.66240692138672,31.3763370513916,31.094797134399414,0.882926344871521,13.747015953063965,47.714046478271484,640.0,1405.7509073893227,0.0
1,surrogate_cell_00001,13,1.0600259,1.0597914,3.243223,3.6737394,,31.63003158569336,31.367246627807617,31.133955001831055,0.8828125,14.806807518005371,51.387786865234375,640.0,1404.8644124348957,0.0
1,surrogate_cell_00001,14,1.0601766,1.0597804,3.2439952,3.6733606,,31.613727569580078,31.397567749023438,31.165393829345703,0.8831137418746948,15.86658763885498,55.0611457824707,512.0,1339.382364908854,0.0
1,surrogate_cell_00001,15,1.0601281,1.0598416,3.2439003,3.6733217,,31.585369110107422,31.39837646484375,31.16309356689453,0.883097231388092,16.926429748535156,58.734466552734375,640.0,1405.8545084635416,0.0
1,surrogate_cell_00001,16,1.0601071,1.0597807,3.2438982,3.6728699,,31.660411834716797,31.42282485961914,31.14344024658203,0.8832052946090698,17.986209869384766,62.4073371887207,512.0,1339.9586507161457,0.0
1,surrogate_cell_00001,17,1.0601977,1.0598873,3.2443342,3.673079,,31.69296646118164,31.452241897583008,31.151948928833008,0.883273720741272,19.046096801757812,66.08041381835938,640.0,1408.9333292643228,0.0
1,surrogate_cell_00001,18,1.060311,1.0599971,3.2446389,3.673142,,31.715059280395508,31.513553619384766,31.15451431274414,0.8833415508270264,20.106094360351562,69.75355529785156,512.0,1343.4787923177082,0.0
1,surrogate_cell_00001,19,1.0603952,1.0600728,3.2449465,3.6732817,,31.772581100463867,31.54570960998535,31.223405838012695,0.8833916783332825,21.166168212890625,73.42684173583984,640.0,1344.901525878906,0.0
1,surrogate_cell_00001,20,1.0604728,1.0601119,3.245055,3.6732993,,31.885183334350586,31.583694458007812,31.26214599609375,0.883417010307312,22.22627830505371,77.10013580322266,640.0,1414.6599609375,0.0
1,surrogate_cell_00001,21,1.0604855,1.060158,3.2451606,3.6734781,,31.893138885498047,31.60015106201172,31.294031143188477,0.8834027051925659,23.28643798828125,80.77362060546875,640.0,1347.379239908854,0.0
1,surrogate_cell_00001,22,1.060589,1.0602353,3.2453623,3.6737008,,31.9121036529541,31.62965965270996,31.32332992553711,0.8834040760993958,24.34667205810547,84.44731903076172,640.0,1416.6623453776042,0.0
1,surrogate_cell_00001,23,1.0605129,1.0602525,3.2453859,3.6737559,,31.979026794433594,31.653528213500977,31.382299423217773,0.8833972811698914,25.406925201416016,88.1210708618164,640.0,1350.3323282877604,0.0
1,surrogate_cell_00001,24,1.0605953,1.0603384,3.2455254,3.6737773,,31.986040115356445,31.652565002441406,31.36351776123047,0.8834300637245178,26.46726417541504,91.79485321044922,640.0,1417.4648111979168,0.0
1,surrogate_cell_00001,25,1.060577,1.060276,3.245204,3.6736212,,31.88232421875,31.594215393066406,31.336061477661133,0.883380115032196,27.52754020690918,95.46847534179688,512.0,1347.8820556640626,0.0
1,surrogate_cell_00001,26,1.0605803,1.0603167,3.2450044,3.6738982,,31.8767032623291,31.565731048583984,31.264080047607422,0.8832591772079468,28.58785629272461,99.14237213134766,640.0,1413.183418782552,0.0
1,surrogate_cell_00001,27,1.060585,1.060259,3.2447309,3.673697,,31.86505699157715,31.532604217529297,31.253150939941406,0.8832331299781799,29.648115158081055,102.81607055664062,512.0,1345.0383789062498,0.0
1,surrogate_cell_00001,28,1.060519,1.0602353,3.2442784,3.6736135,,31.719755172729492,31.44103240966797,31.17613410949707,0.8831300139427185,30.708351135253906,106.48967742919922,640.0,1340.538887532552,0.0
1,surrogate_cell_00001,29,1.0605855,1.0602624,3.244302,3.6736863,,31.82004737854004,31.483125686645508,31.184879302978516,0.8831189274787903,31.768611907958984,110.16336822509766,640.0,1410.425724283854,0.0
1,surrogate_cell_00001,30,1.0605803,1.0603278,3.2443645,3.6738858,,31.872262954711914,31.528160095214844,31.212223052978516,0.8830879926681519,32.828941345214844,113.83724975585938,640.0,1344.7284627278646,0.0
1,surrogate_cell_00001,31,1.0605909,1.0602729,3.2442889,3.6736338,,31.80198097229004,31.49014663696289,31.152143478393555,0.8831279873847961,33.88921356201172,117.5108871459961,640.0,1410.4655598958334,0.0
