row_id,cell_id,discharge_capacity_cycle_1,discharge_capacity_cycle_9,discharge_capacity_cycle_99,discharge_capacity_max_cycle_0_to_99,discharge_capacity_delta_cycle_0_to_99,discharge_capacity_slope_cycle_0_to_99,discharge_capacity_intercept_cycle_0_to_99,discharge_capacity_max_cycle_91_to_99,discharge_capacity_delta_cycle_91_to_99,discharge_capacity_slope_cycle_91_to_99,discharge_capacity_intercept_cycle_91_to_99,discharge_discharge_capacity_curve_delta_identity_min_cycle_99_minus_9,discharge_discharge_capacity_curve_delta_identity_mean_cycle_99_minus_9,discharge_discharge_capacity_curve_delta_identity_var_cycle_99_minus_9,discharge_discharge_capacity_curve_delta_identity_skew_cycle_99_minus_9,discharge_discharge_capacity_curve_delta_identity_sum_abs_cycle_99_minus_9,discharge_discharge_capacity_curve_delta_identity_sum_sq_cycle_99_minus_9,discharge_discharge_capacity_curve_delta_log_abs_min_cycle_99_minus_9,discharge_discharge_capacity_curve_delta_log_abs_mean_cycle_99_minus_9,discharge_discharge_capacity_curve_delta_log_abs_var_cycle_99_minus_9,discharge_discharge_capacity_curve_delta_log_abs_skew_cycle_99_minus_9,discharge_discharge_capacity_curve_delta_log_abs_sum_abs_cycle_99_minus_9,discharge_discharge_capacity_curve_delta_log_abs_sum_sq_cycle_99_minus_9
10,surrogate_cell_00010,1.0313729,1.0367346,1.0378237,1.5050322,-0.46720850000000014,-0.0002586324116411669,1.0556335523762377,1.0381793,-0.00034740000000010873,-4.5394999999957806e-05,1.04233756944444,-0.02427738752148223,-0.008676768175336153,9.969596749244232e-05,-0.4573079833543993,8.871697993379072,0.17498227346096862,-5.328180132179433,-2.7629791940234227,1.0314317902709471,-0.25451834258325234,2762.9791940234227,8665.48581687727
11,surrogate_cell_00011,1.0396895,1.0469475,1.0479531,1.5172178,-0.4692647000000001,-0.0002579138775877644,1.0657091879405944,1.0483116,-0.0003223000000001086,-4.453166666658974e-05,1.0523500194444364,-0.02249664041156907,-0.00865321948653079,0.00010315212577007463,-0.26460807211608245,9.335059015831764,0.17803033325215084,-5.875526874797406,-2.6711917126254483,1.0558832273712904,-0.7296849052470394,2671.1917126254484,8191.14839297017
12,surrogate_cell_00012,1.0534149,1.058342,1.0598953,1.5398018,-0.4799065,-0.00026183180438043983,1.077667720316832,1.0600562,-0.00012630000000002362,-1.5144999999943957e-05,1.061429486111105,-0.029611109109876854,-0.011983867724310853,0.00015467823786245906,-0.28556656111678314,12.001320283162917,0.29829132349623844,-6.678763940680964,-3.0117397576306795,2.3549716358186603,-0.5035185908096854,3011.7397576306794,11425.548003511962
13,surrogate_cell_00013,1.0385963,1.0452957,1.0469964,1.5138826,-0.46688620000000003,-0.00024845092169217733,1.0641072576237627,1.0473344,-0.00033799999999994945,-4.48116666665935e-05,1.0514255861111035,-0.022641836566054785,-0.00865980937869473,9.788638715216753e-05,-0.31385006241364083,9.070056837183943,0.17287868562749675,-5.199644933524226,-2.6721190322583563,0.8787777129344643,-0.1903001031638538,2672.119032258356,8018.9978354917985
14,surrogate_cell_00014,1.0279111,1.0336059,1.0340869,1.5043811,-0.4702942000000001,-0.0002678225598559898,1.0525209567128715,1.0342933,-0.00018020000000018577,-2.4059999999972858e-05,1.0364454333333302,-0.02249139428831437,-0.007128991445548549,8.43919126801763e-05,-0.5850362578518088,7.6989541589453365,0.13521443171088068,-6.149491249237055,-2.7831667754662996,0.9832225324261501,-0.3980385194364499,2783.1667754662994,8729.23983248563
15,surrogate_cell_00015,1.032864,1.0388833,1.0394272,1.5103087,-0.47088149999999995,-0.00026667941494149596,1.0578324600396039,1.0396132,-0.00014969999999991934,-2.270499999994156e-05,1.0416398194444383,-0.020244419433199767,-0.00612858556741572,7.224496185562477e-05,-0.547859827057378,7.0848624465023144,0.10980452291276104,-4.797276081797987,-2.6597052622461765,0.6377709861365902,-0.18385818028976153,2659.7052622461765,7711.803068156591
16,surrogate_cell_00016,1.0785199,1.0823331,1.080889,1.5689918,-0.48810280000000006,-0.00029902120312031897,1.1016586825544559,1.0810874,-0.00012659999999997673,-1.2983333333253814e-05,1.0822187388888809,-0.02487772618217654,-0.011315885843680132,0.00011175192507223883,-0.036755899399307894,11.405766338127762,0.23980119749943923,-6.0469469152204915,-2.57807729391876,1.0783005202594245,-0.5896299473126191,2578.07729391876,7724.783053678901
17,surrogate_cell_00017,1.0521789,1.0554293,1.0549533,1.5511949,-0.49624160000000006,-0.00029454362796280635,1.0753681695841588,1.0553797,-0.0002634999999999721,-3.606666666664199e-05,1.0585714555555525,-0.026841699776502193,-0.010865421708555416,0.0001342012470821938,-0.27903546692040176,10.973747794737694,0.2522586359869411,-5.3426930421782295,-2.7767570179397905,1.345731376426304,-0.28861709451209494,2776.7570179397903,9056.110913104181
18,surrogate_cell_00018,1.0411249,1.0453142,1.0441235,1.5234953,-0.4793718,-0.0002913791383138408,1.0642852973465353,1.0443537,-0.00019579999999996822,-2.2508333333293383e-05,1.0464143138888844,-0.031166969774874098,-0.012038807563018797,0.00017149483139286718,-0.36934330241783575,12.141130253448406,0.3164277189322658,-7.182412833966319,-2.816418107733648,1.5673708830113942,-0.3112171292837859,2816.418107733648,9499.581840581375
19,surrogate_cell_00019,1.0386913,1.0423111,1.0425557,1.532091,-0.4895353,-0.0002840846432643295,1.0618622498415846,1.0427657,-0.00017009999999983982,-2.3534999999951012e-05,1.0448903694444391,-0.018968283990385748,-0.0067744048142680145,7.15951239091554e-05,-0.37264535491972095,7.425708580613357,0.11748768449673307,-5.096578148160659,-2.7484173864746797,0.8829986843530705,-0.32516353318818114,2748.41738647468,8436.796814629379
20,surrogate_cell_00020,1.0536847,1.0585938,1.0590725,1.541219,-0.4821464999999998,-0.0002754976747674815,1.0779215639009903,1.0592787,-0.00018099999999998673,-2.2278333333263246e-05,1.061316919444437,-0.026648878131273812,-0.010361986607524458,0.00012851352912947545,-0.3411558459343425,10.485893885868013,0.23588429558399163,-5.869324693453227,-2.85198657679788,1.428999496432324,-0.18275696471143857,2851.98657679788,9562.826930667612
21,surrogate_cell_00021,1.0502791,1.0550421,1.0548979,1.5397648,-0.4848668999999999,-0.00027877246384638957,1.074365275960396,1.056036,-0.001101099999999855,-0.00013180999999994178,1.0679637722222162,-0.026145992490718695,-0.0107222676382551,0.00012759681403702255,-0.24493738121761227,10.867676596937615,0.24256383734339518,-6.563289976695212,-2.725066399320459,1.241083633412295,-0.3603259998136485,2725.066399320459,8667.070514117666
22,surrogate_cell_00022,1.0675536,1.0716842,1.070365,1.5598278,-0.4894628000000001,-0.00029566795199520375,1.0908171656237624,1.0707653,-0.00040029999999990906,-5.773833333329296e-05,1.076015708333329,-0.0372775169314139,-0.01631715978814318,0.00025342734126348646,-0.1449093791047433,16.371501536014026,0.5196770448152832,-5.426503329849142,-2.549255135235107,1.3943498797796245,-0.6126557937692132,2549.255135235107,7893.051624302188
23,surrogate_cell_00023,1.0564475,1.0626559,1.0634153,1.541734,-0.4783187,-0.0002645680048004795,1.0817377582376237,1.0638515,-0.0004361999999999977,-5.122833333326637e-05,1.0685516805555482,-0.022846221058523075,-0.008643876705773077,9.21140583217637e-05,-0.362981612529351,8.79631864823017,0.16683066282637013,-6.728818406327881,-2.874159579721548,1.3866001073444285,-0.440938151756672,2874.1595797215477,9647.393397049571
24,surrogate_cell_00024,1.0586534,1.0640655,1.0657854,1.5433825,-0.4775971000000001,-0.00025586010081008555,1.0830576769900992,1.0660201,-0.0002347000000000321,-2.1883333333308977e-05,1.067968216666664,-0.019451617968022195,-0.006613217960301687,6.935632800877672e-05,-0.4294487029614845,7.273195727243481,0.11309097979923351,-5.644086661881773,-2.7150533800069843,0.7877225089162191,-0.28437449799473763,2715.0533800069843,8159.237365203569
25,surrogate_cell_00025,1.041629,1.046301,1.0479178,1.5274396,-0.4795217999999999,-0.000262449449144923,1.0657114607326736,1.0482726,-0.00021319999999991346,-3.8093333333281614e-05,1.0516807222222169,-0.02588021731746626,-0.009239326114434173,0.00011261843548040148,-0.46379961425052035,9.45130550310417,0.19798358252926673,-5.480057957523914,-2.782649299692814,1.1651376082481184,-0.28997202221506385,2782.6492996928137,8908.274733329024
26,surrogate_cell_00026,1.0436891,1.0493561,1.0497926,1.5307918,-0.48099920000000007,-0.000275075189918993,1.0685327459009903,1.0500013,-0.0001497000000001414,-2.4510000000007648e-05,1.0521767500000003,-0.019784509907631143,-0.006823169431944464,7.296863418240116e-05,-0.44263220724251595,7.395482777927401,0.11952427527942251,-5.457575454386073,-2.790811695236391,0.9645515744884507,-0.33988358799704466,2790.8116952363907,8753.181492756668
27,surrogate_cell_00027,1.0582594,1.0636301,1.0629647,1.5390875,-0.47612279999999996,-0.0002822492745274602,1.0825026090891092,1.0632826,-0.00030730000000001034,-4.427499999994906e-05,1.0673282916666613,-0.029151201222955225,-0.013631190087581232,0.00015718324632832143,0.019213351572194403,13.732107672202442,0.3429925895320942,-5.353168241142742,-2.5017169909958894,1.0915945384651173,-0.549855979389999,2501.7169909958893,7350.182441502642
28,surrogate_cell_00028,1.0482531,1.0543406,1.0546281,1.5405442,-0.4859161000000001,-0.00027669633063306584,1.0741098313663369,1.0550267,-0.0003986000000000267,-5.9333333333279906e-05,1.0603551222222165,-0.026183722764856143,-0.01087630253590225,0.00012620477623226893,-0.21634533857127564,10.997720719327514,0.24449873308474268,-5.78248678341788,-2.7049439249788825,1.212710658182621,-0.34292092839225463,2704.9439249788825,8529.432295462782
29,surrogate_cell_00029,1.0532831,1.0584531,1.0601137,1.5378351,-0.47772139999999985,-0.0002593934143414393,1.0775272330099013,1.0603595,-8.269999999988009e-05,-1.6754999999912693e-05,1.0618464805555463,-0.03517728847500756,-0.014864929393283514,0.00022208580742626833,-0.18463817523590073,14.978217384251831,0.4430519332935726,-6.291885732378575,-2.5990044527870264,1.4010615672666236,-0.5773476769025346,2599.0044527870264,8155.885712873413
30,surrogate_cell_00030,1.0599421,1.0643862,1.0641923,1.5482644,-0.4840721000000001,-0.00028417220582058905,1.0836913611881192,1.0644747,-0.00021889999999991083,-2.5881666666587184e-05,1.0668018361111027,-0.02345788334201404,-0.009548301622291493,0.00010605788156840259,-0.24958139736631513,9.776045646837224,0.197227945438657,-5.2873501729499965,-2.691971083010766,1.0089145234568009,-0.23076143584021516,2691.971083010766,8255.622835222957
31,surrogate_cell_00031,1.0535078,1.0578372,1.0570602,1.5451851,-0.4881249000000001,-0.00029413044584458866,1.077481343069307,1.0573055,-0.00012030000000007313,-3.126499999993924e-05,1.060115208333327,-0.03014963582886676,-0.012214937102491582,0.00016466772108250465,-0.2772563016068211,12.307765199695815,0.3138724095003301,-6.510104397943832,-2.8085937492126636,1.6616724636339069,-0.4426619689455802,2808.5937492126636,9549.871311750352
32,surrogate_cell_00032,1.0602226,1.0641686,1.0625883,1.5414478,-0.4788595,-0.0002950010747074742,1.0830452761980198,1.0629354,-0.0003062000000000342,-4.287499999991981e-05,1.0668398916666582,-0.02445679700200165,-0.009031815480457148,0.00010673041033889713,-0.3749786258320222,9.378563668535431,0.18830410121192254,-5.098030462161474,-2.702277395304448,0.9644707936120614,-0.1751709777770644,2702.277395304448,8266.773914785455
33,surrogate_cell_00033,1.0556972,1.0590516,1.0582137,1.5296975,-0.4714837999999999,-0.00028456883768376753,1.0780930174653462,1.0584915,-0.0002777999999998837,-2.38166666666435e-05,1.0606288944444417,-0.022168395029445676,-0.008128984881413817,8.473981179905932e-05,-0.395540011924232,8.413990947009989,0.15082020700131374,-5.839027157849934,-2.7116392186341987,0.910321086487205,-0.27179661961204615,2711.6392186341986,8263.30833852229
34,surrogate_cell_00034,1.0482261,1.0528972,1.0519356,1.4371544,-0.3852188000000001,-0.00023309260846085078,1.068274598118812,1.0522718,-0.0003362000000000087,-3.5968333333286576e-05,1.0555466138888838,-0.03261983354847264,-0.013682482379334641,0.00018863107965134257,-0.21275303388354486,13.78649678914736,0.3758414037121455,-5.569398346078287,-2.5373508870910584,1.0822081608448615,-0.4004031356181132,2537.350887091058,7520.357685066643
35,surrogate_cell_00035,1.060322,1.064936,1.065339,1.5448647,-0.47952569999999994,-0.0002761768292829311,1.084285799049505,1.0655969,-0.0002579000000000331,-2.3728333333266914e-05,1.0676965583333264,-0.01896560120084656,-0.005940929282170805,7.219866334640362e-05,-0.36877617960622794,7.203194337725647,0.10749330408215814,-6.173493910598734,-2.67243028902031,0.7278187228939417,-0.3854838604438771,2672.4302890203103,7869.7023725671215
36,surrogate_cell_00036,1.0342327,1.0393205,1.0394461,1.517365,-0.47791890000000015,-0.0002765956171617217,1.058624859049505,1.0396782,-0.00023210000000006836,-2.9169999999955765e-05,1.0423209055555507,-0.0196610686203339,-0.0048228541497159294,7.939429411834012e-05,-0.4292360932039262,7.005661276285652,0.10265421626777227,-6.783910490668444,-2.667843934097787,0.7399237144025503,-0.6479104824666808,2667.843934097787,7857.314971104908
37,surrogate_cell_00037,1.076776,1.080987,1.0793284,1.5574275,-0.4780990999999999,-0.00029494672307230877,1.1000151307920791,1.0797993,-0.0004708999999998298,-4.191833333327331e-05,1.0835769861111049,-0.0349156855511874,-0.016498410520602795,0.00022783645156360894,0.02868434031371615,16.568266734642002,0.5000340012699459,-5.599983759731989,-2.4344537101818573,1.1089314153073067,-0.4976687638115427,2434.4537101818573,7035.496282325517
38,surrogate_cell_00038,1.0750376,1.079107,1.0780298,1.5545218,-0.47649200000000014,-0.0002905532595259574,1.0981788033465347,1.0782237,-0.0001938999999999691,-1.9349999999948466e-05,1.0799666277777724,-0.029746292849169187,-0.013058878761674234,0.00015557917523636994,-0.11652986453885289,13.15006840482921,0.3261134897484763,-5.980317128000042,-2.518871386435092,1.0617041919126917,-0.5442673680006087,2518.8713864350916,7406.417253314134
39,surrogate_cell_00039,1.0630897,1.0683861,1.0672253,1.551739,-0.48451369999999994,-0.00029292922592259616,1.0875893136831682,1.0674944,-0.0002249999999999197,-3.183666666661435e-05,1.070360294444439,-0.03547704021177989,-0.016422675853475538,0.00023088153302550806,-0.006109511901828204,16.490796450616347,0.5005858152138365,-5.1286549104769605,-2.429142280800767,1.0704513279691927,-0.4572476883571694,2429.1422808007674,6971.183548343146
40,surrogate_cell_00040,1.053825,1.0590191,1.0575029,1.5346788,-0.4771759,-0.00028803561236124343,1.0776628148118814,1.0580212,-0.0005182999999999716,-7.091833333326403e-05,1.0645496861111037,-0.026367901394441007,-0.010725270059055958,0.00011950309864489707,-0.22714996928270234,10.788081477117872,0.23453451648457932,-7.160242325766675,-2.8998075711268463,1.8606590347410872,-0.5347623224289259,2899.807571126846,10269.542984305665
41,surrogate_cell_00041,1.0725726,1.0773218,1.0767192,1.5551684,-0.4784491999999998,-0.00028543087788780047,1.096353896455446,1.0768754,-0.00015619999999993972,-2.0328333333297893e-05,1.0786560472222184,-0.0162126997036518,-0.004495058588846016,4.1740644064757334e-05,-0.9021828405856934,4.840472695918105,0.061946195781915646,-7.611378899646075,-2.974792496926627,0.9472641277103446,-0.6793205911961664,2974.792496926627,9796.6545274813
42,surrogate_cell_00042,1.0600867,1.0645043,1.0627675,1.5441279,-0.4813604,-0.00029898741494149974,1.0838229280396043,1.0630152,-0.0002476999999998508,-4.130999999994112e-05,1.0667637166666604,-0.03279685860324466,-0.014688262206921559,0.0001958206237648002,-0.091350274579437,14.78427806524669,0.4115656704240803,-6.996090795853508,-2.48226665517988,1.104894806276259,-0.6041863687416388,2482.26665517988,7266.54255369417
43,surrogate_cell_00043,1.0609523,1.0650622,1.0637115,1.5473741,-0.48366260000000016,-0.0002974903786378659,1.0843736617425743,1.0638568,-4.21000000001559e-05,-1.7318333333324704e-05,1.0653835416666653,-0.019136905345432997,-0.005614769808658153,7.095591839196423e-05,-0.5025222193463139,6.834754901654279,0.10248155839618334,-5.156330306968151,-2.7861669770600375,0.9054018198236323,-0.3845887977733473,2786.1669770600374,8668.1282438835
44,surrogate_cell_00044,1.0628099,1.0675588,1.066227,1.5407704,-0.47454339999999995,-0.0002882647860786104,1.0861762169108915,1.0665412,-0.0003142000000000422,-3.932499999998256e-05,1.0700883083333312,-0.01787209352961794,-0.004249339587110823,6.968861275469407e-05,-0.4053294247556072,6.409044888740635,0.08774549968128123,-5.238235788078728,-2.7728824653572204,0.8963126423172617,-0.6831712824391727,2772.8824653572206,8585.189809002797
45,surrogate_cell_00045,1.063877,1.0677454,1.0667236,1.5485972,-0.4818735999999999,-0.00028912882268227933,1.0871640957227728,1.0673009,-0.0005773000000000028,-5.740666666661958e-05,1.0724475777777724,-0.010406492284311897,0.0006997388731535978,6.433909039109101e-05,0.6191561887480357,5.661354839174146,0.06482872488169326,-5.468539779669075,-2.7894439137137663,0.9233036453380111,-0.9676962837119412,2789.4439137137665,8704.300993092786
46,surrogate_cell_00046,1.0664809,1.0710955,1.0697361,1.5485272,-0.4787911,-0.00029302694509451425,1.0902801277821788,1.0701244,-0.0003883000000000081,-3.5976666666646504e-05,1.0733383944444421,-0.019010598961772818,-0.005760692312356919,7.457423627080383e-05,-0.38256401111236066,7.180571788368864,0.10775981218845196,-5.720189116398833,-2.6913601837686305,0.795375733204947,-0.60549866566673,2691.3601837686306,8038.795371980064
47,surrogate_cell_00047,1.0540464,1.0580773,1.0564324,1.5468906,-0.49045819999999996,-0.000304739539153925,1.0777615311881192,1.0568229,-0.0003904999999999603,-5.4248333333309434e-05,1.061799213888886,-0.01693564532809333,-0.004471870830911967,6.881435593182406e-05,-0.1630912176765591,6.720868886888405,0.08881198466018536,-5.746823234681857,-2.7168489325259535,0.8846566067727096,-0.8740592664243836,2716.8489325259534,8265.924728940121
48,surrogate_cell_00048,1.061898,1.0664487,1.0649098,1.553501,-0.4885912000000001,-0.0002995334065406595,1.0858088416237626,1.0652622,-0.0003524000000001415,-4.745166666666111e-05,1.0695447861111103,-0.014992177214550262,-0.0052202129281917215,3.986925848468548e-05,-0.3104060858874438,5.8357871538475035,0.06711988150034548,-5.0308786747076315,-2.71845775949168,0.6588384271864749,-0.36847524183951785,2718.45775949168,8048.851017327
49,surrogate_cell_00049,1.0659126,1.070218,1.0692284,1.5527692,-0.4835407999999999,-0.0002929327380738124,1.0896664745346538,1.069618,-0.0003500999999999088,-4.984666666663499e-05,1.0741284777777744,-0.01435512235333758,-0.0028507368971070054,5.556620018709263e-05,-0.08555762169140076,5.65218627450944,0.06369290104361991,-5.698847951649195,-2.7113446020403127,0.6157718494480273,-0.4086453690666995,2711.3446020403126,7967.161400461171
50,surrogate_cell_00050,1.0549614,1.0600363,1.059088,1.5374544,-0.4783664000000001,-0.000289168288628874,1.079244813287129,1.0592592,-0.000171200000000038,-3.160666666664271e-05,1.0621263444444418,-0.022066829367015983,-0.005676275820316643,8.917965975015962e-05,-0.6951118263849277,7.180297650908319,0.121399766938471,-6.881750081381606,-2.7028581331234975,0.7207003939517175,-0.3206311723240754,2702.8581331234977,8026.142481743558
51,surrogate_cell_00051,1.0575553,1.0627701,1.061711,1.5396717,-0.4779606999999999,-0.00028651334653465884,1.0819486466534658,1.0620581,-0.00034709999999993357,-3.7048333333294284e-05,1.0653812249999957,-0.05763721223062823,-0.0251724154322722,0.0005797516202149137,-0.11692951272940746,25.184832412270303,1.2134021189098094,-6.209710148548955,-2.448742857471913,1.6521694271674419,-0.5265162772776638,2448.742857471913,7648.511009187153
52,surrogate_cell_00052,1.0563481,1.0613267,1.0607082,1.5461092,-0.48540099999999997,-0.000287961243924396,1.0807419905742575,1.06091,-0.0002017999999999187,-2.13416666666251e-05,1.0628475805555513,-0.023039995287666648,-0.008022568248411518,9.808091965688631e-05,-0.4383348745390484,8.715574740451405,0.16244252095730694,-6.03192723559176,-2.6267000934071674,0.7677895647229774,-0.2926592328114215,2626.7000934071675,7667.342945428198
53,surrogate_cell_00053,1.0624534,1.0678971,1.0672135,1.5507531,-0.48353960000000007,-0.00028776380978098425,1.0872951215841586,1.0674665,-0.00025300000000005873,-3.401833333330688e-05,1.070591374999997,-0.0476186866891497,-0.02040916612046451,0.00039251382820041703,-0.16327519005891578,20.441266851516303,0.8090478899331335,-5.830447730704906,-2.468150136016589,1.3711540375156177,-0.39944511842514596,2468.1501360165894,7462.919131434327
54,surrogate_cell_00054,1.0692425,1.0741578,1.073814,1.5527258,-0.4789117999999999,-0.0002804473693369426,1.0932686817821788,1.0742167,-0.0004026999999999781,-5.089999999991902e-05,1.0788652333333248,-0.02854728644545368,-0.010279626117534262,0.0001365431165422348,-0.5013586211059513,10.420916001045299,0.2422138296585273,-6.286040028192322,-2.767797561648519,1.2156394726514863,-0.24124912808802476,2767.797561648519,8876.342814918975
55,surrogate_cell_00055,1.0543633,1.0592815,1.0592313,1.535084,-0.4758526999999999,-0.00027667977437744677,1.0782308208316835,1.059419,-0.00018770000000012388,-2.4339999999969474e-05,1.0616067777777742,-0.022959291542266724,-0.007125919737929094,9.497113352667147e-05,-0.5799662105145783,8.050975006468722,0.1457498656380789,-6.930400103729671,-2.659641605125171,0.750972635140563,-0.3517396963817704,2659.641605125171,7824.666102853357
56,surrogate_cell_00056,1.0694641,1.0741119,1.0739683,1.5516335,-0.4776652000000001,-0.00027775574377438174,1.0930346623168317,1.074374,-0.0004056999999999533,-5.024333333330529e-05,1.0789674722222191,-0.029292880042422698,-0.01121329972811778,0.00015211604855966277,-0.3768632674053862,11.323027393395632,0.277854139352269,-6.419158315622302,-2.8931539826578296,1.776531578616046,-0.5882436884008956,2893.1539826578296,10146.871545984905
57,surrogate_cell_00057,1.0555667,1.0606029,1.0583377,1.5547496,-0.4964119,-0.00031054926552656143,1.0803660036435647,1.0587794,-0.0004416999999998783,-5.482499999994864e-05,1.0638157527777723,-0.029134571267252163,-0.010979534612830065,0.00015961146535243016,-0.3748577804062437,11.477160499831369,0.28016164566676355,-5.27379647576335,-2.5951958112587454,0.9882575065448195,-0.45491076600515884,2595.1958112587454,7723.298805319757
